,Data
8138,CSS
8139,HTML5
8140,ASP.NET
8141,BS/MS
8142,Java Development w/Spring Boot
8143,Angular Development
8144,Kafka Producers
8145,other similar messaging systems
8146,Mongo DB
8147,SQL
8148,Python/Airflow experience
8150,solution architects
8152,business stakeholders
8153,the organizational goals
8154,product deployment processes
8155,mentoring and development opportunities
8156,B.E./B.Tech/M.S./M.Tech/MCA/MBA
8157,Hyperion
8158,Oracle EPBCS
8159,OneStream
8160,OneStream Implementation/ Support experience
8161,VB.NET
8162,SQL Server
8163,RDBMS
8164,scalable solutions
8165,agile delivery
8166,incubations stage
8167,maturity
8168,user delight
8170,new modules
8172,the Viva Product Suite
8173,intuitive and engaging user experiences
8176,scalability
8177,demonstratable software development experience
8179,robust and extensible solutions
8180,a fast-paced environment
8183,rapid prototyping
8184,debugging
8186,"Excellent verbal, written and cross-group collaboration and communication skills"
8187,Bachelor's/Master's degree
8188,distributed systems/microservices architectures
8189,our coworking
8191,well documented code
8192,Industrious' overall systems architecture
8194,Industrious’ members
8196,a production Javascript
8197,Typescript Frontend
8198,ReactJS framework
8199,ReactJS framework
8201,Javascript
8202,Typescript
8203,CSS
8204,Frontend unit testing
8205,innovative technical and business solutions
8208,clean and maintainable code
8211,technical and non-technical audiences
8212,a fast-paced environment
8213,ExpressJS
8214,NestJS
8215,SQL
8216,NoSQL
8217,a microservice architecture
8218,ML engineers
8219,our AIOPs
8220,ML
8221,ML engineers
8222,ML
8223,potential systemic pain points
8224,timely and continuous delivery
8225,designing
8226,DevOps environment
8227,modern CICD best practices
8228,a timely delivery
8230,data modeling
8231,ETL/ELT processes
8232,unstructured data
8233,ML processes
8234,AWS
8235,API first systems
8236,"effectively tested, re-usable, and efficient code"
8237,an Agile environment
8238,/B.Tech/MCA
8240,"Node.js, object-oriented programming"
8241,MVC applications
8242,API development
8244,scalable website
8246,JavaScript
8248,the Agile development processes
8249,coding standards
8250,regression testing
8251,Hands-on experience designing/developing/consuming APIs
8252,AWS experience
8253,Kubernetes clusters
8254,new backend infrastructure/applications/services
8255,AWS
8257,scalability
8258,Zynga-wide technical vision
8260,Follow engineering standard methodologies
8262,Zynga games
8263,B.S.
8266,Kubernetes
8267,AWS
8268,EKS
8269,RESTful services
8270,GoLang
8272,PHP
8274,AWS
8275,other cloud computing platforms
8276,(IaaS
8277,PaaS
8278,SaaS
8280,optimization
8282,object-oriented design
8283,SQL
8284,NoSQL
8287,Istio
8288,other service mesh technologies
8289,E2E Mobile Calling
8290,infra team
8291,E2E architecture
8292,API design
8294,Mentor junior developer
8295,Android or iOS experience
8296,software development lifecycle
8297,agile methodologies
8298,BS Degree
8299,CS
8300,continuous integration
8301,CI
8302,tooling
8303,CI pipelines
8304,CD methodologies
8305,Web development workflows
8306,JavaScript/Typescript
8309,Agile development methodologies
8310,CI/CD infrastructure
8311,continuous integration infrastructure
8312,"effectively tested, re-usable, and efficient JavaScript code"
8313,an Agile environment
8314,professional hands-on React.js development experience
8315,CS/Engineering
8316,a bootcamp grad
8317,inclusive design best practices
8318,meeting WCAG standards
8319,popular React.js workflows
8320,Redux
8322,CSS
8323,Typescript/ES6
8324,Less/Sass
8325,HTML5
8326,Jest/Enzyme or equivalent tools
8329,an agile environment
8331,other JavaScript frameworks
8332,AngularJS
8333,Vue.js
8334,"Kotlin, Swift"
8336,the renewable market
8337,the APEGA
8338,OIQ
8339,wind turbine foundation design
8340,renewable projects
8341,substation design
8342,hydro and dam design
8343,Lead SRE activities
8344,globally distributed websites
8345,AWS
8346,SaaS systems
8347,CI/CD
8348,DevOps
8349,Liaise
8350,3rd party vendors
8351,the SRE strategy
8352,notifications
8354,cloud computing
8355,DevOps
8356,Linux
8357,admin
8358,troubleshooting
8360,Bash
8361,network protocols
8362,TCP
8363,UDP
8364,Site Reliability Engineering
8365,AWS cloud
8366,DevOps culture
8367,a DevOps mindset
8368,DevOps tools
8370,Jenkins
8371,containerisation
8372,k8s
8373,CI/CD practices
8374,CloudFormation
8375,workflow software
8378,Jenkins
8379,MLOps tools
8380,KubeFlow
8381,MLFlow
8383,Single Page Application Frameworks
8384,Vue.js
8386,REST APIs
8387,adaptive web interfaces
8389,project dependencies
8393, Javascript
8394,ES6
8396,Typescript
8397,HTML
8398,CSS
8399,Sass
8400, ReactJS
8401,VueJS
8402,Node.js  NPM
8404, Bilingualism
8405, Typescript
8406, SPA Frameworks
8408, REST APIs
8411,Nuxt
8412,CMS
8413,E2E
8416,Hybris components
8417,a thorough test program
8418,cloud architecture Subject Matter Experts
8419,SMEs
8420,"scalable, secure, efficient, and resilient delivery"
8421,Hybris-based technology
8422,Hybris-based systems
8423,Bounteous’ Managed Services team
8424,a Hybris IT Service Management model
8425,incumbent service providers
8426,Hybris services
8427,Bounteous
8428,code deployments
8429,SMEs
8430,SAP Hybris experience
8431,documentation
8432,Datahub expertise
8435,API development
8436,integrations
8438,headless integration
8439,Agile Scrum
8440,Strong written and oral communication skills
8442,mentoring
8443,Excellent security mindset
8444,SAP
8445,CPQ
8446,AEM
8448,AWS Cloud environment
8449,backend
8450,the constantly evolving development ecosystem
8451,an experienced senior IC engineering leader
8452,mentorship
8456,thoughtful data driven decisions
8457,BA/BS
8458,ML applications
8459,AWS
8460,GCP
8462,project blockers
8465,Ember.js
8466,Golang
8468,internal and external stakeholders
8470,Backend applications
8471,"(e.g., Ruby"
8473,Node)Frontend applications
8474,"e.g., Ember.js"
8475,maintainable code
8476,deployment
8477,an eagerness
8480,project blockers
8483,Ember.js
8484,Golang
8486,internal and external stakeholders
8488,Backend applications
8489,"(e.g., Ruby"
8491,Node)Frontend applications
8492,"e.g., Ember.js"
8493,maintainable code
8494,deployment
8495,an eagerness
8497,functionality
8498,complex product defects
8499,assigned HelpSystems product(s
8500,all Agile ceremonies
8501,e.g. LinkedIn Learning
8502,less complex technical specifications
8503,conceptual design
8506,project deadlines
8507,product documentation
8513,demonstrable experience
8515,JavaScript
8516,TypeScript
8517,developing enterprise ready web applications
8519,its core principals
8521,JS
8522,"SOLID, object-oriented design"
8523,object modelling
8524,concurrency
8525,asynchrony
8526,communications and data protocols
8527,XML
8528,JSON
8529,protocols
8530,gRPC
8531,"experience building enterprise-ready, distributed and highly scalable systems"
8532,SSL
8533,authentication mechanisms
8534,domain authentication
8535,OAuth
8536,Web Sockets
8537,STS
8538,the overall enterprise architecture landscape
8539,craft enterprise-level technical designs/solutions
8540,well architected solutions
8541,the Salesforce platform
8543,cross-cloud integration
8544,target state solution architectures
8546,roadmaps
8547,client business objectives
8549,client's current and desired end-states
8550,integrations
8551,"large, complex Salesforce implementations"
8552,Slalom’s Salesforce Enterprise Architecture capability
8553,internal strategic initiatives
8556,a target billable utilization
8557,CRM experience
8558,the Salesforce ecosystem
8559,similar consulting roles
8560,the Salesforce product suite
8561,analytics
8563,sophisticated programming concepts
8565,asynchronous operations
8566,effective testing methodologies
8567,systems architecture landscapes
8569,roadmaps
8570,the client's desired outcomes
8571,continuous integration/delivery methodologies
8572,solution designers
8574,Strong verbal and written communication skills
8575,backend services
8576,"scalable, well-designed software"
8578,a startup CEO
8579,fast-paced environments
8581,technical and non-technical audiences
8582,Typescript
8583,Javascript
8584,a modern web stack
8585,Javascript bundlers
8586,React internals
8587,"scalable, well-designed software"
8589,a startup CEO
8590,fast-paced environments
8592,technical and non-technical audiences
8594,Object-Oriented programming
8596,blogs
8597,Comfortability
8598,Agile methods
8599,XP
8601,Kanban
8602,technical excellence
8604,multiple perspectives
8605,AWS
8606,Azure
8607,Kubernetes
8608,Docker
8609,software consulting
8610,ideation
8611,deployment
8615,continuous delivery practices
8616,"collaborative, product-focused teams"
8617,innovative customer experiences
8618,the latest Object-Oriented technology
8619,TDD
8620,continuous integration
8622,infrastructure automation
8623,technical excellence
8625,multiple perspectives
8626,functional programming paradigms
8627,Clojure
8629,AWS
8630,Docker
8631,Kubernetes
8638,mentorship
8639,gasification
8642,syngas coolers
8643, Evaluate process alternatives
8645,technical project deliverables
8647,procurement activities
8648,field verification
8649,construction and vendor fabrication assistance
8650, Mechanical or Chemical Engineering Degree
8652,Professional Engineer and PMP certifications
8655,commercial deployment
8659, Self-starter
8660,workflows
8663,Keen business acumen
8664, Theoretical and practical design knowledge
8666,Agile practices
8667,high performing data streams
8668,APIs
8669,Utilize test
8670,programming and continuous integration development methods
8671, Object Oriented Programming
8672, Java/C#/Python
8673, Big data/Hadoop/Spark
8675,Designing
8677,organizational needs
8679,APIs
8680,detailed automation processes
8681,API design
8682,the technical testing repository
8683,qualification test results
8684,deployment activities
8685,integration and sandbox environments
8686,Support Geotab global strategic initiatives
8687,object-oriented programming
8688,scalable applications
8689,middleware applications
8691,"high-quality, reliable and maintainable code"
8692,backend rest API
8693,Node.js.. Experience
8694,Swagger/Yaml REST API interface design
8695,API specification
8697,Google Compute Engine
8698,Google BigQuery
8699,SQL Server and Postgres database design
8700,optimization
8702,e.g. HTML/CSS
8703,JavaScript
8704,XML
8705,ES6
8706,jQuery
8707,JavaScript frameworks
8708,e.g. Angular
8710,Vue.js
8711,UI/UX design
8713,e.g. MySQL
8714,multiple general purpose programming languages
8721,Technical competence
8724,a self starter
8725,Entrepreneurial mindset
8726,coding standards
8728,automation
8729,object-orientated or functional programming
8731,e.g. HTML/CSS
8732,JavaScript
8733,XML
8734,ES6
8735,jQuery
8736,JavaScript
8738,Vue.js
8739,SQL database design
8740,optimization
8742,MVC
8744,Jira
8745,Cloud computing experience
8746,GC
8747,AWS
8748,Azure
8750,application storyboards
8751,"efficient, reusable, reliable code"
8753,"critical, scalable applications"
8755,TDD
8756,peer code reviews
8757,coding standards
8758,object-orientated or functional programming
8759,e.g. HTML/CSS
8760,JavaScript
8761,XML
8762,ES6
8763,jQuery
8764,JavaScript
8766,Vue.js
8767,SQL database design
8768,optimization
8770,MVC
8772,Jira
8773,Cloud computing experience
8774,GC
8775,AWS
8776,Azure
8778,"efficient, reusable, reliable code"
