,Data,Result,Reason
9153,full SDLC,1,more than one capital letter
9154,Agile Scrum method,1,in sample of hard skills
9155,the acceptance criteria,0,not detected as hard skill
9156,QA,1,more than one capital letter
9157,algorithms,0,not detected as hard skill
9158,the customer's enterprise/global requirements,1,in sample of hard skills
9159,elegant programming,1,in sample of hard skills
9160,coding standards,1,in sample of hard skills
9161,advanced algorithms,1,in sample of hard skills
9162,development frameworks,1,in sample of hard skills
9163,a thorough and deep understanding,0,not detected as hard skill
9164,the SME level,1,more than one capital letter
9165,sophisticated global customers,1,in sample of hard skills
9166,educational workshops,0,not detected as hard skill
9167,attend/conduct regular audits,0,not detected as hard skill
9168,100% compliance,1,in sample of hard skills
9169,a full-stack programmer,0,not detected as hard skill
9170,Java/Open Source Technologies,1,in sample of hard skills
9171,Software Algorithm Design,1,in sample of hard skills
9172,Software Performance Tuning,1,in sample of hard skills
9173,Software Debugging,1,in sample of hard skills
9174,Software Development Fundamentals,1,in sample of hard skills
9175,a quick learner,0,not detected as hard skill
9176,simple and intuitive Product features,1,in sample of hard skills
9177,written and/or graphical formats,0,not detected as hard skill
9178,Agile – Scrum,1,in sample of hard skills
9179,Scrum Master,1,in sample of hard skills
9180, Java/NodeJs/ReactJs other programming languages,1,in sample of hard skills
9181, Microservice architecture,1,unusual word
9182,Object-Oriented design skills,1,in sample of hard skills
9183, Dev-ops tools,1,in sample of hard skills
9184,CI-CD pipelines,1,more than one capital letter
9185,SQL,1,in sample of hard skills
9186,NoSQL,1,in sample of hard skills
9187,a cloud-based platform e.g. AWS/Azure,1,in sample of hard skills
9188,Apache Kafka,1,in sample of hard skills
9189,Serverless computing,1,unusual word
9190,Containers,0,not detected as hard skill
9191,SaaS products,1,more than one capital letter
9192,OWASP Top,1,more than one capital letter
9193,"multi-threading, transaction management, session management, caching, validation",1,in sample of hard skills
9194, Proficient understanding,0,not detected as hard skill
9195,Git-based code versioning tools,1,in sample of hard skills
9196,GitHub,1,in sample of hard skills
9197,BitBucket,1,in sample of hard skills
9198,a Bachelor’s degree,1,in sample of hard skills
9199,Master’s degree,1,in sample of hard skills
9200,Prevent alerts,0,not detected as hard skill
9201,proactively mitigating incidents,1,unusual word
9202,code tooling,1,in sample of hard skills
9203,reliability,0,not detected as hard skill
9204,latency,0,not detected as hard skill
9205,Speechmatics,1,unusual word
9206,the tenets,0,not detected as hard skill
9207,Site Reliability Engineering,1,in sample of hard skills
9208,the DevOps processes,1,in sample of hard skills
9209,Speechmatics infrastructure,1,unusual word
9210,Unifying deployment methodologies,1,in sample of hard skills
9211,the visibility,0,not detected as hard skill
9212,production environments,1,in sample of hard skills
9213,tooling,1,in sample of hard skills
9214,Migrating legacy VM based deployments,1,in sample of hard skills
9215,containers,0,not detected as hard skill
9216,Kubernetes,1,in sample of hard skills
9217,our cloud workload,1,in sample of hard skills
9218,scalability,1,unusual word
9219,reliability,0,not detected as hard skill
9220,the individual’s technical skills,1,in sample of hard skills
9221,a prerequisite,0,not detected as hard skill
9222,Zen learners,0,not detected as hard skill
9223,Zen Learners,0,not detected as hard skill
9224,learners,0,not detected as hard skill
9225,learners' progress,0,not detected as hard skill
9226,common skills shortages,0,not detected as hard skill
9227,Scheduling follow-ups,1,in sample of hard skills
9228,absences,0,not detected as hard skill
9229,overall effectiveness,1,in sample of hard skills
9230,educational workshops,0,not detected as hard skill
9231,various weekly assignments,0,not detected as hard skill
9232,learners,0,not detected as hard skill
9233,Non-tech background learners,1,in sample of hard skills
9234,externals,1,unusual word
9235,GUVI'S syllabus,1,more than one capital letter
9236,norms,0,not detected as hard skill
9237,Qualifications,0,not detected as hard skill
9238,Angular/React.js,0,not detected as hard skill
9239,Node.js,0,not detected as hard skill
9240,Strong proficiency,0,not detected as hard skill
9241,JavaScript,1,in sample of hard skills
9242,DOM manipulation,1,more than one capital letter
9243,the JavaScript object model,1,in sample of hard skills
9244,Familiarity,0,not detected as hard skill
9245,newer specifications,0,not detected as hard skill
9246,EcmaScript standards,1,more than one capital letter
9247,Thorough understanding,0,not detected as hard skill
9248,React.js,0,not detected as hard skill
9249,Nodejs,1,unusual word
9250,popular React.js workflows,1,unusual word
9251,Flux,0,not detected as hard skill
9252,Redux,1,unusual word
9253,algorithms,0,not detected as hard skill
9254,JSX,1,more than one capital letter
9255,Babel.. Experience,1,unusual word
9256,Babel,1,unusual word
9257,Webpack,1,unusual word
9258,NPM,1,more than one capital letter
9259,Familiarity,0,not detected as hard skill
9260,RESTful APIs,1,more than one capital letter
9261,Microservices,1,unusual word
9262,modern authorization mechanisms(JWT,1,more than one capital letter
9263,databases,0,not detected as hard skill
9264,NoSQL,1,in sample of hard skills
9265,MySQL,1,in sample of hard skills
9266,code versioning,1,in sample of hard skills
9267,tools(Git,1,in sample of hard skills
9268,Familiarity,0,not detected as hard skill
9269,AWS,1,in sample of hard skills
9270,Heroku,1,unusual word
9271,Familiarity,0,not detected as hard skill
9272,Tailwind CSS,1,unusual word
9273,/Other CSS libraries,1,more than one capital letter
9274,Familiarity,0,not detected as hard skill
9275,AWS cloud tools,1,in sample of hard skills
9276,S3,1,in sample of hard skills
9277,Dockers,1,unusual word
9278,Containers,0,not detected as hard skill
9279,modern CI/CD tools,1,more than one capital letter
9280,NodeJs,1,more than one capital letter
9281,high-throughput message queueing systems,1,unusual word
9282,Kafka/Resque,1,unusual word
9283,microservices,1,unusual word
9284,CI/CD,1,more than one capital letter
9285,Docker,1,unusual word
9286,Kubernetes,1,in sample of hard skills
9287," Self-motivated, go-getter",1,in sample of hard skills
9288,networking,1,in sample of hard skills
9289,CI/CD pipeline software/tools,1,more than one capital letter
9290,Jenkins..  Experience,1,not in english dictionary
9291,Docker,1,unusual word
9292,the bank’s surveillance systems,1,in sample of hard skills
9293,"a fast-paced, agile environment",1,in sample of hard skills
9294,Your workload,1,in sample of hard skills
9295,new deliveries,0,not detected as hard skill
9296,Spark,1,in sample of hard skills
9297,Hadoop Big Data,1,in sample of hard skills
9298,SQL,1,in sample of hard skills
9299,an agile setup,1,in sample of hard skills
9300,our advanced analytics practice,1,in sample of hard skills
9301,the most exciting data analytics projects,1,in sample of hard skills
9302,python,0,not detected as hard skill
9303,very large datasets,1,unusual word
9304,Spark,1,in sample of hard skills
9305,Impala,1,in sample of hard skills
9306,Hive,0,not detected as hard skill
9307,Hadoop functioning,1,in sample of hard skills
9308,workflow/orchestration tools,1,in sample of hard skills
9309,e.g. Oozie,1,in sample of hard skills
9310,UWQ,1,more than one capital letter
9311,teamwork,0,not detected as hard skill
9312,"robust, maintainable & re-usable code",1,unusual word
9313,TDD,1,more than one capital letter
9314,constant refactoring,1,unusual word
9315,continuous integration environment,1,in sample of hard skills
9316,CI/CD,1,more than one capital letter
9317,an Agile environment,1,in sample of hard skills
9318,specifically Python,0,not detected as hard skill
9319,Cloud deployment,1,in sample of hard skills
9320, BDD,1,more than one capital letter
9321,a collaborative manner,0,not detected as hard skill
9322,living documentation,1,in sample of hard skills
9323,~60% Coding,0,not detected as hard skill
9324,cleanroom,1,unusual word
9325,laboratory environments,1,in sample of hard skills
9326,controlling hardware,1,in sample of hard skills
9327,robotic automation,1,in sample of hard skills
9328,SECS/GEM,1,more than one capital letter
9329, Excellent verbal and written communication skills,1,in sample of hard skills
9330, High proficiency,0,not detected as hard skill
9331,systematic reporting processes,1,in sample of hard skills
9332,timely delivery,1,in sample of hard skills
9333,ad hoc reporting,1,in sample of hard skills
9334,analytics,1,in sample of hard skills
9335, Converts complex data,1,in sample of hard skills
9336,formats,0,not detected as hard skill
9337,various audiences,0,not detected as hard skill
9338,Business Intelligence Architect,1,in sample of hard skills
9339,Business Analysts,1,in sample of hard skills
9340,actionable reporting solutions,1,unusual word
9341,key stakeholders,1,in sample of hard skills
9342, Troubleshoots,1,unusual word
9343,resolutions,0,not detected as hard skill
9344,executing,0,not detected as hard skill
9345,quality assurance,1,in sample of hard skills
9346,Vulcan’s data platform,1,in sample of hard skills
9347,the company’s growing data warehouse environment,1,in sample of hard skills
9348,system integrations,1,in sample of hard skills
9349, Review existing analytic processes,0,not detected as hard skill
9350, Bachelor’s degree,1,in sample of hard skills
9351,ERP software design,1,in sample of hard skills
9352,assigned application’s design concepts,1,in sample of hard skills
9353, Excellent verbal and written communication skills,1,in sample of hard skills
9354,an ERP reporting,1,in sample of hard skills
9355,Oracle,1,in sample of hard skills
9356, Strong analytical background,0,not detected as hard skill
9357,an aptitude,0,not detected as hard skill
9358, Strong verbal and written communication skills,1,in sample of hard skills
9359, Excellent analytical and problem-solving capabilities,0,not detected as hard skill
9360,departmental functions,0,not detected as hard skill
9361,-,0,not detected as hard skill
9362,high volume workload situations,1,in sample of hard skills
9363,analytics tools,1,in sample of hard skills
9364,your analyses,0,not detected as hard skill
